court_name,city,province,high_court,url_slug,sipp_url,http_status,connectivity,access_category,notes
Pengadilan Negeri Sumenep,Sumenep,Jawa Timur,PT Surabaya,sumenep,https://sipp.pn-sumenep.go.id,200,ACCESSIBLE,ACTIVE,
Pengadilan Negeri Banyuwangi,Banyuwangi,Jawa Timur,PT Surabaya,banyuwangi,https://sipp.pn-banyuwangi.go.id,0,TIMEOUT,INACCESSIBLE,
Pengadilan Negeri Ponorogo,Ponorogo,Jawa Timur,PT Surabaya,ponorogo,https://sipp.pn-ponorogo.go.id,200,ACCESSIBLE,ACTIVE,
Pengadilan Negeri Situbondo,Situbondo,Jawa Timur,PT Surabaya,situbondo,https://sipp.pn-situbondo.go.id,200,ACCESSIBLE,ACTIVE,
Pengadilan Negeri Jombang,Jombang,Jawa Timur,PT Surabaya,jombang,https://sipp.pn-jombang.go.id,200,ACCESSIBLE,ACTIVE,
Pengadilan Negeri Kraksaan,Kraksaan,Jawa Timur,PT Surabaya,kraksaan,https://sipp.pn-kraksaan.go.id,200,ACCESSIBLE,ACTIVE,
Pengadilan Negeri Bangil,Bangil,Jawa Timur,PT Surabaya,bangil,https://sipp.pn-bangil.go.id,200,ACCESSIBLE,ACTIVE,
Pengadilan Negeri Kabupaten Kediri,Kab. Kediri,Jawa Timur,PT Surabaya,kedirikab,https://sipp.pn-kedirikab.go.id,200,ACCESSIBLE,ACTIVE,
Pengadilan Negeri Pacitan,Pacitan,Jawa Timur,PT Surabaya,pacitan,https://sipp.pn-pacitan.go.id,200,ACCESSIBLE,ACTIVE,
Pengadilan Negeri Ngawi,Ngawi,Jawa Timur,PT Surabaya,ngawi,https://sipp.pn-ngawi.go.id,200,ACCESSIBLE,ACTIVE,
Pengadilan Negeri Magetan,Magetan,Jawa Timur,PT Surabaya,magetan,https://sipp.pn-magetan.go.id,200,ACCESSIBLE,ACTIVE,
Pengadilan Negeri Tulungagung,Tulungagung,Jawa Timur,PT Surabaya,tulungagung,https://sipp.pn-tulungagung.go.id,200,ACCESSIBLE,ACTIVE,
Pengadilan Negeri Nganjuk,Nganjuk,Jawa Timur,PT Surabaya,nganjuk,https://sipp.pn-nganjuk.go.id,200,ACCESSIBLE,ACTIVE,
Pengadilan Negeri Trenggalek,Trenggalek,Jawa Timur,PT Surabaya,trenggalek,https://sipp.pn-trenggalek.go.id,200,ACCESSIBLE,ACTIVE,
Pengadilan Negeri Tuban,Tuban,Jawa Timur,PT Surabaya,tuban,https://sipp.pn-tuban.go.id,200,ACCESSIBLE,ACTIVE,
Pengadilan Negeri Lamongan,Lamongan,Jawa Timur,PT Surabaya,lamongan,https://sipp.pn-lamongan.go.id,200,ACCESSIBLE,ACTIVE,
Pengadilan Negeri Gresik,Gresik,Jawa Timur,PT Surabaya,gresik,https://sipp.pn-gresik.go.id,200,ACCESSIBLE,ACTIVE,
Pengadilan Negeri Bangkalan,Bangkalan,Jawa Timur,PT Surabaya,bangkalan,https://sipp.pn-bangkalan.go.id,200,ACCESSIBLE,ACTIVE,
Pengadilan Negeri Sampang,Sampang,Jawa Timur,PT Surabaya,sampang,https://sipp.pn-sampang.go.id,200,ACCESSIBLE,ACTIVE,
Pengadilan Negeri Kabupaten Madiun,Kab. Madiun,Jawa Timur,PT Surabaya,madiunkab,https://sipp.pn-madiunkab.go.id,200,ACCESSIBLE,ACTIVE,
Pengadilan Negeri Kepanjen,Kepanjen,Jawa Timur,PT Surabaya,kepanjen,https://sipp.pn-kepanjen.go.id,200,ACCESSIBLE,ACTIVE,
Pengadilan Negeri Banjarmasin,Banjarmasin,Kalimantan Selatan,PT Banjarmasin,banjarmasin,https://sipp.pn-banjarmasin.go.id,200,ACCESSIBLE,ACTIVE,
Pengadilan Negeri Kandangan,Kandangan,Kalimantan Selatan,PT Banjarmasin,kandangan,https://sipp.pn-kandangan.go.id,403,FORBIDDEN,ACTIVE_RESTRICTED,
Pengadilan Negeri Martapura,Martapura,Kalimantan Selatan,PT Banjarmasin,martapura,https://sipp.pn-martapura.go.id,200,ACCESSIBLE,ACTIVE,
Pengadilan Negeri Barabai,Barabai,Kalimantan Selatan,PT Banjarmasin,barabai,https://sipp.pn-barabai.go.id,403,FORBIDDEN,ACTIVE_RESTRICTED,
Pengadilan Negeri Kotabaru,Kotabaru,Kalimantan Selatan,PT Banjarmasin,kotabaru,https://sipp.pn-kotabaru.go.id,403,FORBIDDEN,ACTIVE_RESTRICTED,
Pengadilan Negeri Amuntai,Amuntai,Kalimantan Selatan,PT Banjarmasin,amuntai,https://sipp.pn-amuntai.go.id,200,ACCESSIBLE,ACTIVE,
Pengadilan Negeri Tanjung,Tanjung,Kalimantan Selatan,PT Banjarmasin,tanjung,https://sipp.pn-tanjung.go.id,200,ACCESSIBLE,ACTIVE,
Pengadilan Negeri Rantau,Rantau,Kalimantan Selatan,PT Banjarmasin,rantau,https://sipp.pn-rantau.go.id,200,ACCESSIBLE,ACTIVE,
Pengadilan Negeri Marabahan,Marabahan,Kalimantan Selatan,PT Banjarmasin,marabahan,https://sipp.pn-marabahan.go.id,200,ACCESSIBLE,ACTIVE,
Pengadilan Negeri Pelaihari,Pelaihari,Kalimantan Selatan,PT Banjarmasin,pelaihari,https://sipp.pn-pelaihari.go.id,403,FORBIDDEN,ACTIVE_RESTRICTED,
Pengadilan Negeri Banjarbaru,Banjarbaru,Kalimantan Selatan,PT Banjarmasin,banjarbaru,https://sipp.pn-banjarbaru.go.id,403,FORBIDDEN,ACTIVE_RESTRICTED,
Pengadilan Negeri Batulicin,Batulicin,Kalimantan Selatan,PT Banjarmasin,batulicin,https://sipp.pn-batulicin.go.id,200,ACCESSIBLE,ACTIVE,
Pengadilan Negeri Palangka Raya,Palangka Raya,Kalimantan Tengah,PT Palangka Raya,palangkaraya,https://sipp.pn-palangkaraya.go.id,403,FORBIDDEN,ACTIVE_RESTRICTED,
Pengadilan Negeri Sampit,Sampit,Kalimantan Tengah,PT Palangka Raya,sampit,https://sipp.pn-sampit.go.id,200,ACCESSIBLE,ACTIVE,
Pengadilan Negeri Pangkalan Bun,Pangkalan Bun,Kalimantan Tengah,PT Palangka Raya,pangkalanbun,https://sipp.pn-pangkalanbun.go.id,200,ACCESSIBLE,ACTIVE,
Pengadilan Negeri Kuala Kapuas,Kuala Kapuas,Kalimantan Tengah,PT Palangka Raya,kualakapuas,https://sipp.pn-kualakapuas.go.id,200,ACCESSIBLE,ACTIVE,
Pengadilan Negeri Muara Teweh,Muara Teweh,Kalimantan Tengah,PT Palangka Raya,muarateweh,https://sipp.pn-muarateweh.go.id,200,ACCESSIBLE,ACTIVE,
Pengadilan Negeri Buntok,Buntok,Kalimantan Tengah,PT Palangka Raya,buntok,https://sipp.pn-buntok.go.id,200,ACCESSIBLE,ACTIVE,
Pengadilan Negeri Tamiang Layang,Tamiang Layang,Kalimantan Tengah,PT Palangka Raya,tamianglayang,https://sipp.pn-tamianglayang.go.id,200,ACCESSIBLE,ACTIVE,
Pengadilan Negeri Kasongan,Kasongan,Kalimantan Tengah,PT Palangka Raya,kasongan,https://sipp.pn-kasongan.go.id,200,ACCESSIBLE,ACTIVE,
Pengadilan Negeri Pontianak,Pontianak,Kalimantan Barat,PT Pontianak,pontianak,https://sipp.pn-pontianak.go.id,200,ACCESSIBLE,ACTIVE,
Pengadilan Negeri Singkawang,Singkawang,Kalimantan Barat,PT Pontianak,singkawang,https://sipp.pn-singkawang.go.id,200,ACCESSIBLE,ACTIVE,
Pengadilan Negeri Sintang,Sintang,Kalimantan Barat,PT Pontianak,sintang,https://sipp.pn-sintang.go.id,200,ACCESSIBLE,ACTIVE,
Pengadilan Negeri Ketapang,Ketapang,Kalimantan Barat,PT Pontianak,ketapang,https://sipp.pn-ketapang.go.id,200,ACCESSIBLE,ACTIVE,
Pengadilan Negeri Mempawah,Mempawah,Kalimantan Barat,PT Pontianak,mempawah,https://sipp.pn-mempawah.go.id,200,ACCESSIBLE,ACTIVE,
Pengadilan Negeri Sanggau,Sanggau,Kalimantan Barat,PT Pontianak,sanggau,https://sipp.pn-sanggau.go.id,200,ACCESSIBLE,ACTIVE,
Pengadilan Negeri Putussibau,Putussibau,Kalimantan Barat,PT Pontianak,putussibau,https://sipp.pn-putussibau.go.id,200,ACCESSIBLE,ACTIVE,
Pengadilan Negeri Sambas,Sambas,Kalimantan Barat,PT Pontianak,sambas,https://sipp.pn-sambas.go.id,200,ACCESSIBLE,ACTIVE,
Pengadilan Negeri Bengkayang,Bengkayang,Kalimantan Barat,PT Pontianak,bengkayang,https://sipp.pn-bengkayang.go.id,200,ACCESSIBLE,ACTIVE,
Pengadilan Negeri Samarinda,Samarinda,Kalimantan Timur,PT Samarinda,samarinda,https://sipp.pn-samarinda.go.id,200,ACCESSIBLE,ACTIVE,
Pengadilan Negeri Balikpapan,Balikpapan,Kalimantan Timur,PT Samarinda,balikpapan,https://sipp.pn-balikpapan.go.id,200,ACCESSIBLE,ACTIVE,
Pengadilan Negeri Tenggarong,Tenggarong,Kalimantan Timur,PT Samarinda,tenggarong,https://sipp.pn-tenggarong.go.id,200,ACCESSIBLE,ACTIVE,
Pengadilan Negeri Tanah Grogot,Tanah Grogot,Kalimantan Timur,PT Samarinda,tanahgrogot,https://sipp.pn-tanahgrogot.go.id,200,ACCESSIBLE,ACTIVE,
Pengadilan Negeri Tanjung Redeb,Tanjung Redeb,Kalimantan Timur,PT Samarinda,tanjungredeb,https://sipp.pn-tanjungredeb.go.id,403,FORBIDDEN,ACTIVE_RESTRICTED,
Pengadilan Negeri Sangatta,Sangatta,Kalimantan Timur,PT Samarinda,sangatta,https://sipp.pn-sangatta.go.id,403,FORBIDDEN,ACTIVE_RESTRICTED,
Pengadilan Negeri Bontang,Bontang,Kalimantan Timur,PT Samarinda,bontang,https://sipp.pn-bontang.go.id,200,ACCESSIBLE,ACTIVE,
Pengadilan Negeri Kutai Barat,Kab. Kutai Barat,Kalimantan Timur,PT Samarinda,kutaibarat,https://sipp.pn-kutaibarat.go.id,0,CONNECTION_REFUSED,INACCESSIBLE,Cannot connect to host sipp.pn-kutaibarat.go.id:443 ssl:False [Name or service not known]
Pengadilan Negeri Tarakan,Tarakan,Kalimantan Utara,PT Samarinda,tarakan,https://sipp.pn-tarakan.go.id,200,ACCESSIBLE,ACTIVE,
Pengadilan Negeri Nunukan,Nunukan,Kalimantan Utara,PT Samarinda,nunukan,https://sipp.pn-nunukan.go.id,200,ACCESSIBLE,ACTIVE,
Pengadilan Negeri Malinau,Malinau,Kalimantan Utara,PT Samarinda,malinau,https://sipp.pn-malinau.go.id,403,FORBIDDEN,ACTIVE_RESTRICTED,
Pengadilan Negeri Tanjung Selor,Tanjung Selor,Kalimantan Utara,PT Samarinda,tanjungselor,https://sipp.pn-tanjungselor.go.id,200,ACCESSIBLE,ACTIVE,
Pengadilan Negeri Manado,Manado,Sulawesi Utara,PT Manado,manado,https://sipp.pn-manado.go.id,200,ACCESSIBLE,ACTIVE,
Pengadilan Negeri Tondano,Tondano,Sulawesi Utara,PT Manado,tondano,https://sipp.pn-tondano.go.id,200,ACCESSIBLE,ACTIVE,
Pengadilan Negeri Tahuna,Tahuna,Sulawesi Utara,PT Manado,tahuna,https://sipp.pn-tahuna.go.id,200,ACCESSIBLE,ACTIVE,
Pengadilan Negeri Kotamobagu,Kotamobagu,Sulawesi Utara,PT Manado,kotamobagu,https://sipp.pn-kotamobagu.go.id,403,FORBIDDEN,ACTIVE_RESTRICTED,
Pengadilan Negeri Bitung,Bitung,Sulawesi Utara,PT Manado,bitung,https://sipp.pn-bitung.go.id,200,ACCESSIBLE,ACTIVE,
Pengadilan Negeri Airmadidi,Airmadidi,Sulawesi Utara,PT Manado,airmadidi,https://sipp.pn-airmadidi.go.id,200,ACCESSIBLE,ACTIVE,
Pengadilan Negeri Amurang,Amurang,Sulawesi Utara,PT Manado,amurang,https://sipp.pn-amurang.go.id,200,ACCESSIBLE,ACTIVE,
Pengadilan Negeri Gorontalo,Gorontalo,Gorontalo,PT Gorontalo,gorontalo,https://sipp.pn-gorontalo.go.id,200,ACCESSIBLE,ACTIVE,
Pengadilan Negeri Limboto,Limboto,Gorontalo,PT Gorontalo,limboto,https://sipp.pn-limboto.go.id,200,REDIRECT_NONSTANDARD,NON_STANDARD_DOMAIN,Redirected to: http://pn-limboto.go.id/index.php
Pengadilan Negeri Tilamuta,Tilamuta,Gorontalo,PT Gorontalo,tilamuta,https://sipp.pn-tilamuta.go.id,200,ACCESSIBLE,ACTIVE,
Pengadilan Negeri Marisa,Marisa,Gorontalo,PT Gorontalo,marisa,https://sipp.pn-marisa.go.id,200,ACCESSIBLE,ACTIVE,
Pengadilan Negeri Palu,Palu,Sulawesi Tengah,PT Palu,palu,https://sipp.pn-palu.go.id,200,ACCESSIBLE,ACTIVE,
Pengadilan Negeri Poso,Poso,Sulawesi Tengah,PT Palu,poso,https://sipp.pn-poso.go.id,200,ACCESSIBLE,ACTIVE,
Pengadilan Negeri Luwuk,Luwuk,Sulawesi Tengah,PT Palu,luwuk,https://sipp.pn-luwuk.go.id,0,CONNECTION_REFUSED,INACCESSIBLE,Cannot connect to host sipp.pn-luwuk.go.id:443 ssl:False [Name or service not known]
Pengadilan Negeri Tolitoli,Tolitoli,Sulawesi Tengah,PT Palu,tolitoli,https://sipp.pn-tolitoli.go.id,200,ACCESSIBLE,ACTIVE,
Pengadilan Negeri Donggala,Donggala,Sulawesi Tengah,PT Palu,donggala,https://sipp.pn-donggala.go.id,200,ACCESSIBLE,ACTIVE,
Pengadilan Negeri Buol,Buol,Sulawesi Tengah,PT Palu,buol,https://sipp.pn-buol.go.id,200,ACCESSIBLE,ACTIVE,
Pengadilan Negeri Parigi,Parigi,Sulawesi Tengah,PT Palu,parigi,https://sipp.pn-parigi.go.id,200,ACCESSIBLE,ACTIVE,
Pengadilan Negeri Makassar,Makassar,Sulawesi Selatan,PT Makassar,makassar,https://sipp.pn-makassar.go.id,403,FORBIDDEN,ACTIVE_RESTRICTED,
Pengadilan Negeri Parepare,Parepare,Sulawesi Selatan,PT Makassar,parepare,https://sipp.pn-parepare.go.id,200,ACCESSIBLE,ACTIVE,
Pengadilan Negeri Sungguminasa,Sungguminasa,Sulawesi Selatan,PT Makassar,sungguminasa,https://sipp.pn-sungguminasa.go.id,403,FORBIDDEN,ACTIVE_RESTRICTED,
Pengadilan Negeri Maros,Maros,Sulawesi Selatan,PT Makassar,maros,https://sipp.pn-maros.go.id,403,FORBIDDEN,ACTIVE_RESTRICTED,
Pengadilan Negeri Bantaeng,Bantaeng,Sulawesi Selatan,PT Makassar,bantaeng,https://sipp.pn-bantaeng.go.id,200,ACCESSIBLE,ACTIVE,
Pengadilan Negeri Watampone,Watampone,Sulawesi Selatan,PT Makassar,watampone,https://sipp.pn-watampone.go.id,200,ACCESSIBLE,ACTIVE,
Pengadilan Negeri Palopo,Palopo,Sulawesi Selatan,PT Makassar,palopo,https://sipp.pn-palopo.go.id,200,ACCESSIBLE,ACTIVE,
Pengadilan Negeri Watansoppeng,Watansoppeng,Sulawesi Selatan,PT Makassar,watansoppeng,https://sipp.pn-watansoppeng.go.id,200,ACCESSIBLE,ACTIVE,
Pengadilan Negeri Sengkang,Sengkang,Sulawesi Selatan,PT Makassar,sengkang,https://sipp.pn-sengkang.go.id,200,ACCESSIBLE,ACTIVE,
Pengadilan Negeri Makale,Makale,Sulawesi Selatan,PT Makassar,makale,https://sipp.pn-makale.go.id,200,ACCESSIBLE,ACTIVE,
Pengadilan Negeri Bulukumba,Bulukumba,Sulawesi Selatan,PT Makassar,bulukumba,https://sipp.pn-bulukumba.go.id,200,ACCESSIBLE,ACTIVE,
Pengadilan Negeri Enrekang,Enrekang,Sulawesi Selatan,PT Makassar,enrekang,https://sipp.pn-enrekang.go.id,200,ACCESSIBLE,ACTIVE,
Pengadilan Negeri Pangkajene,Pangkajene,Sulawesi Selatan,PT Makassar,pangkajene,https://sipp.pn-pangkajene.go.id,200,ACCESSIBLE,ACTIVE,
Pengadilan Negeri Sidenreng Rappang,Sindenreng Rappang,Sulawesi Selatan,PT Makassar,sidrap,https://sipp.pn-sidrap.go.id,200,ACCESSIBLE,ACTIVE,
Pengadilan Negeri Takalar,Takalar,Sulawesi Selatan,PT Makassar,takalar,https://sipp.pn-takalar.go.id,200,ACCESSIBLE,ACTIVE,
Pengadilan Negeri Selayar,Benteng Selayar,Sulawesi Selatan,PT Makassar,selayar,https://sipp.pn-selayar.go.id,200,ACCESSIBLE,ACTIVE,
Pengadilan Negeri Jeneponto,Jeneponto,Sulawesi Selatan,PT Makassar,jeneponto,https://sipp.pn-jeneponto.go.id,200,ACCESSIBLE,ACTIVE,
Pengadilan Negeri Sinjai,Sinjai,Sulawesi Selatan,PT Makassar,sinjai,https://sipp.pn-sinjai.go.id,200,ACCESSIBLE,ACTIVE,
Pengadilan Negeri Barru,Barru,Sulawesi Selatan,PT Makassar,barru,https://sipp.pn-barru.go.id,403,FORBIDDEN,ACTIVE_RESTRICTED,
Pengadilan Negeri Pinrang,Pinrang,Sulawesi Selatan,PT Makassar,pinrang,https://sipp.pn-pinrang.go.id,200,ACCESSIBLE,ACTIVE,
Pengadilan Negeri Masamba,Masamba,Sulawesi Selatan,PT Makassar,masamba,https://sipp.pn-masamba.go.id,200,ACCESSIBLE,ACTIVE,
Pengadilan Negeri Malili,Malili,Sulawesi Selatan,PT Makassar,malili,https://sipp.pn-malili.go.id,200,ACCESSIBLE,ACTIVE,
Pengadilan Negeri Mamuju,Mamuju,Sulawesi Barat,PT Makassar,mamuju,https://sipp.pn-mamuju.go.id,200,ACCESSIBLE,ACTIVE,
Pengadilan Negeri Majene,Majene,Sulawesi Barat,PT Makassar,majene,https://sipp.pn-majene.go.id,200,ACCESSIBLE,ACTIVE,
Pengadilan Negeri Polewali,Polewali,Sulawesi Barat,PT Makassar,polewali,https://sipp.pn-polewali.go.id,200,ACCESSIBLE,ACTIVE,
Pengadilan Negeri Pasangkayu,Pasangkayu,Sulawesi Barat,PT Makassar,pasangkayu,https://sipp.pn-pasangkayu.go.id,200,ACCESSIBLE,ACTIVE,
Pengadilan Negeri Kendari,Kendari,Sulawesi Tenggara,PT Kendari,kendari,https://sipp.pn-kendari.go.id,200,ACCESSIBLE,ACTIVE,
Pengadilan Negeri Bau-Bau,Baubau,Sulawesi Tenggara,PT Kendari,baubau,https://sipp.pn-baubau.go.id,0,CONNECTION_REFUSED,INACCESSIBLE,Cannot connect to host sipp.pn-baubau.go.id:443 ssl:False [Name or service not known]
Pengadilan Negeri Raha,Raha,Sulawesi Tenggara,PT Kendari,raha,https://sipp.pn-raha.go.id,200,ACCESSIBLE,ACTIVE,
Pengadilan Negeri Kolaka,Kolaka,Sulawesi Tenggara,PT Kendari,kolaka,https://sipp.pn-kolaka.go.id,200,ACCESSIBLE,ACTIVE,
Pengadilan Negeri Unaaha,Unaaha,Sulawesi Tenggara,PT Kendari,unaaha,https://sipp.pn-unaaha.go.id,200,ACCESSIBLE,ACTIVE,
Pengadilan Negeri Andoolo,Andoolo,Sulawesi Tenggara,PT Kendari,andoolo,https://sipp.pn-andoolo.go.id,200,ACCESSIBLE,ACTIVE,
Pengadilan Negeri Pasarwajo,Pasarwajo,Sulawesi Tenggara,PT Kendari,pasarwajo,https://sipp.pn-pasarwajo.go.id,403,FORBIDDEN,ACTIVE_RESTRICTED,
Pengadilan Negeri Denpasar,Denpasar,Bali,PT Denpasar,denpasar,https://sipp.pn-denpasar.go.id,200,ACCESSIBLE,ACTIVE,
Pengadilan Negeri Singaraja,Singaraja,Bali,PT Denpasar,singaraja,https://sipp.pn-singaraja.go.id,500,SERVER_ERROR,SERVER_ERROR,
Pengadilan Negeri Semarapura,Semarapura,Bali,PT Denpasar,semarapura,https://sipp.pn-semarapura.go.id,200,ACCESSIBLE,ACTIVE,
Pengadilan Negeri Negara,Negara,Bali,PT Denpasar,negara,https://sipp.pn-negara.go.id,403,FORBIDDEN,ACTIVE_RESTRICTED,
Pengadilan Negeri Amlapura,Amlapura,Bali,PT Denpasar,amlapura,https://sipp.pn-amlapura.go.id,200,ACCESSIBLE,ACTIVE,
Pengadilan Negeri Tabanan,Tabanan,Bali,PT Denpasar,tabanan,https://sipp.pn-tabanan.go.id,403,FORBIDDEN,ACTIVE_RESTRICTED,
Pengadilan Negeri Gianyar,Gianyar,Bali,PT Denpasar,gianyar,https://sipp.pn-gianyar.go.id,200,ACCESSIBLE,ACTIVE,
Pengadilan Negeri Bangli,Bangli,Bali,PT Denpasar,bangli,https://sipp.pn-bangli.go.id,200,ACCESSIBLE,ACTIVE,
Pengadilan Negeri Mataram,Mataram,NTB,PT Mataram,mataram,https://sipp.pn-mataram.go.id,200,ACCESSIBLE,ACTIVE,
Pengadilan Negeri Sumbawa Besar,Sumbawa Besar,NTB,PT Mataram,sumbawabesar,https://sipp.pn-sumbawabesar.go.id,200,ACCESSIBLE,ACTIVE,
Pengadilan Negeri Raba Bima,Raba Bima,NTB,PT Mataram,rabibima,https://sipp.pn-rabibima.go.id,0,CONNECTION_REFUSED,INACCESSIBLE,Cannot connect to host sipp.pn-rabibima.go.id:443 ssl:False [Name or service not known]
Pengadilan Negeri Selong,Selong,NTB,PT Mataram,selong,https://sipp.pn-selong.go.id,200,ACCESSIBLE,ACTIVE,
Pengadilan Negeri Dompu,Dompu,NTB,PT Mataram,dompu,https://sipp.pn-dompu.go.id,200,ACCESSIBLE,ACTIVE,
Pengadilan Negeri Praya,Praya,NTB,PT Mataram,praya,https://sipp.pn-praya.go.id,200,ACCESSIBLE,ACTIVE,
Pengadilan Negeri Kupang,Kupang,NTT,PT Kupang,kupang,https://sipp.pn-kupang.go.id,200,ACCESSIBLE,ACTIVE,
Pengadilan Negeri Ende,Ende,NTT,PT Kupang,ende,https://sipp.pn-ende.go.id,200,ACCESSIBLE,ACTIVE,
Pengadilan Negeri Larantuka,Larantuka,NTT,PT Kupang,larantuka,https://sipp.pn-larantuka.go.id,200,ACCESSIBLE,ACTIVE,
Pengadilan Negeri Soe,Soe,NTT,PT Kupang,soe,https://sipp.pn-soe.go.id,200,ACCESSIBLE,ACTIVE,
Pengadilan Negeri Waingapu,Waingapu,NTT,PT Kupang,waingapu,https://sipp.pn-waingapu.go.id,200,ACCESSIBLE,ACTIVE,
Pengadilan Negeri Maumere,Maumere,NTT,PT Kupang,maumere,https://sipp.pn-maumere.go.id,200,ACCESSIBLE,ACTIVE,
Pengadilan Negeri Ruteng,Ruteng,NTT,PT Kupang,ruteng,https://sipp.pn-ruteng.go.id,200,ACCESSIBLE,ACTIVE,
Pengadilan Negeri Kefamenanu,Kefamenanu,NTT,PT Kupang,kefamenanu,https://sipp.pn-kefamenanu.go.id,200,ACCESSIBLE,ACTIVE,
Pengadilan Negeri Waikabubak,Waikabubak,NTT,PT Kupang,waikabubak,https://sipp.pn-waikabubak.go.id,200,ACCESSIBLE,ACTIVE,
Pengadilan Negeri Atambua,Atambua,NTT,PT Kupang,atambua,https://sipp.pn-atambua.go.id,200,ACCESSIBLE,ACTIVE,
Pengadilan Negeri Bajawa,Bajawa,NTT,PT Kupang,bajawa,https://sipp.pn-bajawa.go.id,0,CONNECTION_REFUSED,INACCESSIBLE,Cannot connect to host sipp.pn-bajawa.go.id:443 ssl:False [Connection reset by peer]
Pengadilan Negeri Kalabahi,Kalabahi,NTT,PT Kupang,kalabahi,https://sipp.pn-kalabahi.go.id,200,ACCESSIBLE,ACTIVE,
Pengadilan Negeri Lembata,Lembata,NTT,PT Kupang,lembata,https://sipp.pn-lembata.go.id,200,ACCESSIBLE,ACTIVE,
Pengadilan Negeri Rote Ndao,Baa,NTT,PT Kupang,rotendao,https://sipp.pn-rotendao.go.id,200,ACCESSIBLE,ACTIVE,
Pengadilan Negeri Labuan Bajo,Labuan Bajo,NTT,PT Kupang,labuanbajo,https://sipp.pn-labuanbajo.go.id,200,ACCESSIBLE,ACTIVE,
Pengadilan Negeri Oelamasi,Oelamasi,NTT,PT Kupang,oelamasi,https://sipp.pn-oelamasi.go.id,200,ACCESSIBLE,ACTIVE,
Pengadilan Negeri Ambon,Ambon,Maluku,PT Ambon,ambon,https://sipp.pn-ambon.go.id,200,ACCESSIBLE,ACTIVE,
Pengadilan Negeri Masohi,Masohi,Maluku,PT Ambon,masohi,https://sipp.pn-masohi.go.id,500,SERVER_ERROR,SERVER_ERROR,
Pengadilan Negeri Tual,Tual,Maluku,PT Ambon,tual,https://sipp.pn-tual.go.id,200,ACCESSIBLE,ACTIVE,
Pengadilan Negeri Saumlaki,Saumlaki,Maluku,PT Ambon,saumlaki,https://sipp.pn-saumlaki.go.id,200,ACCESSIBLE,ACTIVE,
Pengadilan Negeri Soasio,Soasio,Maluku Utara,PT Ambon,soasio,https://sipp.pn-soasio.go.id,200,ACCESSIBLE,ACTIVE,
Pengadilan Negeri Ternate,Ternate,Maluku Utara,PT Ternate,ternate,https://sipp.pn-ternate.go.id,200,ACCESSIBLE,ACTIVE,
Pengadilan Negeri Labuha,Labuha,Maluku Utara,PT Ternate,labuha,https://sipp.pn-labuha.go.id,200,ACCESSIBLE,ACTIVE,
Pengadilan Negeri Tobelo,Tobelo,Maluku Utara,PT Ternate,tobelo,https://sipp.pn-tobelo.go.id,200,ACCESSIBLE,ACTIVE,
Pengadilan Negeri Jayapura,Jayapura,Papua,PT Jayapura,jayapura,https://sipp.pn-jayapura.go.id,200,ACCESSIBLE,ACTIVE,
Pengadilan Negeri Merauke,Merauke,Papua,PT Jayapura,merauke,https://sipp.pn-merauke.go.id,200,ACCESSIBLE,ACTIVE,
Pengadilan Negeri Biak,Biak,Papua,PT Jayapura,biak,https://sipp.pn-biak.go.id,200,ACCESSIBLE,ACTIVE,
Pengadilan Negeri Wamena,Wamena,Papua,PT Jayapura,wamena,https://sipp.pn-wamena.go.id,200,ACCESSIBLE,ACTIVE,
Pengadilan Negeri Nabire,Nabire,Papua,PT Jayapura,nabire,https://sipp.pn-nabire.go.id,200,ACCESSIBLE,ACTIVE,
Pengadilan Negeri Serui,Serui,Papua,PT Jayapura,serui,https://sipp.pn-serui.go.id,200,ACCESSIBLE,ACTIVE,
Pengadilan Negeri Kota Timika,Timika,Papua,PT Jayapura,timika,https://sipp.pn-timika.go.id,0,CONNECTION_REFUSED,INACCESSIBLE,Cannot connect to host sipp.pn-timika.go.id:443 ssl:False [Name or service not known]
Pengadilan Negeri Sorong,Sorong,Papua Barat,PT Manokwari,sorong,https://sipp.pn-sorong.go.id,200,ACCESSIBLE,ACTIVE,
Pengadilan Negeri Fakfak,Fakfak,Papua Barat,PT Manokwari,fakfak,https://sipp.pn-fakfak.go.id,200,ACCESSIBLE,ACTIVE,
Pengadilan Negeri Manokwari,Manokwari,Papua Barat,PT Manokwari,manokwari,https://sipp.pn-manokwari.go.id,500,SERVER_ERROR,SERVER_ERROR,
